orderId,storeId,orderDate,shipDate,shipMode,customerId,segment,managerId,productId,salePrice,quantity,discount,profit
US-2016-150147,STO-169989,2016-04-25,2016-04-29,Second Class,JL-15850,Consumer,EMP-2016-151469,OFF-BI-10001982,4.896000000000001,3,0.7,-3.427199999999999
CA-2015-137946,STO-EEAFB0,2015-09-01,2015-09-04,Second Class,DB-13615,Consumer,EMP-2016-151713,OFF-BI-10001922,4.752000000000001,1,0.2,1.6038
CA-2015-137946,STO-EEAFB0,2015-09-01,2015-09-04,Second Class,DB-13615,Consumer,EMP-2016-151713,TEC-CO-10001449,959.984,2,0.2,335.9944
CA-2015-137946,STO-EEAFB0,2015-09-01,2015-09-04,Second Class,DB-13615,Consumer,EMP-2016-151713,OFF-BI-10004140,14.368,4,0.2,4.489999999999998
CA-2014-129924,STO-3A6535,2014-07-12,2014-07-17,Standard Class,AC-10420,Corporate,EMP-2016-151713,OFF-BI-10003314,7.712000000000001,2,0.2,2.7956
CA-2014-129924,STO-3A6535,2014-07-12,2014-07-17,Standard Class,AC-10420,Corporate,EMP-2016-151713,FUR-TA-10004575,698.3520000000001,3,0.2,-17.45880000000005
CA-2015-128167,STO-F8DC4D,2015-06-22,2015-06-26,Second Class,KL-16645,Consumer,EMP-2016-152038,OFF-FA-10000490,4.96,4,0.0,2.3312
CA-2014-122336,STO-81EACE,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,EMP-2016-151469,OFF-AR-10000122,17.856,4,0.2,1.115999999999998
CA-2014-122336,STO-81EACE,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,EMP-2016-151469,OFF-BI-10003656,509.9700000000001,10,0.7,-407.9759999999999
CA-2014-122336,STO-81EACE,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,EMP-2016-151469,OFF-FA-10002780,30.992,13,0.2,10.0724
CA-2014-122336,STO-81EACE,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,EMP-2016-151469,TEC-PH-10000702,71.928,12,0.4,8.39159999999999
US-2015-120712,STO-D8390B,2015-12-20,2015-12-24,Standard Class,CS-12130,Consumer,EMP-2016-151194,OFF-ST-10000107,88.80000000000001,4,0.2,-2.220000000000013
CA-2017-169901,STO-3A6535,2017-06-15,2017-06-19,Standard Class,CC-12550,Consumer,EMP-2016-151713,TEC-PH-10002293,47.976,3,0.2,4.797600000000003
CA-2017-134306,STO-AE10C8,2017-07-08,2017-07-12,Standard Class,TD-20995,Consumer,EMP-2016-151022,OFF-AR-10004027,7.56,3,0.0,3.099600000000001
CA-2017-134306,STO-AE10C8,2017-07-08,2017-07-12,Standard Class,TD-20995,Consumer,EMP-2016-151022,OFF-PA-10000249,24.56,2,0.0,11.5432
CA-2017-134306,STO-AE10C8,2017-07-08,2017-07-12,Standard Class,TD-20995,Consumer,EMP-2016-151022,OFF-AR-10001374,12.96,2,0.0,4.1472
CA-2016-129714,STO-2596CD,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,EMP-2016-152012,TEC-AC-10000290,6.79,1,0.0,2.3086
CA-2016-129714,STO-2596CD,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,EMP-2016-152012,OFF-PA-10001970,24.56,2,0.0,11.5432
CA-2016-129714,STO-2596CD,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,EMP-2016-152012,OFF-BI-10002160,3.048,1,0.2,1.0668
CA-2016-129714,STO-2596CD,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,EMP-2016-152012,OFF-PA-10001970,49.12,4,0.0,23.0864
CA-2016-129714,STO-2596CD,2016-09-01,2016-09-03,First Class,AB-10060,Home Office,EMP-2016-152012,OFF-BI-10004995,4355.168000000001,4,0.2,1415.4296
CA-2016-138520,STO-BB3185,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,EMP-2016-152012,FUR-BO-10002268,388.7040000000001,6,0.2,-4.858800000000002
CA-2016-138520,STO-BB3185,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,EMP-2016-152012,OFF-EN-10001137,8.26,2,0.0,3.7996
CA-2016-138520,STO-BB3185,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,EMP-2016-152012,OFF-AR-10002399,17.04,4,0.0,6.9864
CA-2016-138520,STO-BB3185,2016-04-08,2016-04-13,Standard Class,JL-15505,Consumer,EMP-2016-152012,OFF-PA-10002713,34.4,5,0.0,15.824
CA-2016-130001,STO-7AD66A,2016-04-23,2016-04-28,Standard Class,HK-14890,Corporate,EMP-2016-151337,OFF-PA-10002666,36.24000000000001,5,0.2,11.325
CA-2017-155698,STO-AFF0C2,2017-03-08,2017-03-11,First Class,VB-21745,Corporate,EMP-2016-151461,OFF-AP-10001124,647.84,8,0.0,168.4384
CA-2017-155698,STO-AFF0C2,2017-03-08,2017-03-11,First Class,VB-21745,Corporate,EMP-2016-151461,OFF-LA-10001158,20.7,2,0.0,9.936
CA-2017-144904,STO-2596CD,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,EMP-2016-152012,OFF-LA-10001158,20.7,2,0.0,9.936
CA-2017-144904,STO-2596CD,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,EMP-2016-152012,FUR-CH-10000785,488.646,3,0.1,86.8704
CA-2017-144904,STO-2596CD,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,EMP-2016-152012,OFF-AR-10003732,5.56,2,0.0,1.4456
CA-2017-144904,STO-2596CD,2017-09-25,2017-10-01,Standard Class,KW-16435,Consumer,EMP-2016-152012,FUR-FU-10000023,47.12,8,0.0,20.7328
CA-2014-123344,STO-8E9979,2014-09-24,2014-09-29,Standard Class,JD-16060,Consumer,EMP-2016-151713,OFF-ST-10001713,211.96,4,0.0,8.478399999999993
CA-2016-155516,STO-6180DF,2016-10-21,2016-10-21,Same Day,MK-17905,Corporate,EMP-2016-152025,OFF-BI-10002412,23.2,4,0.0,10.44
CA-2016-155516,STO-6180DF,2016-10-21,2016-10-21,Same Day,MK-17905,Corporate,EMP-2016-152025,OFF-SU-10001225,7.36,2,0.0,0.1471999999999998
CA-2016-155516,STO-6180DF,2016-10-21,2016-10-21,Same Day,MK-17905,Corporate,EMP-2016-152025,OFF-ST-10002406,104.79,7,0.0,29.34120000000001
CA-2016-155516,STO-6180DF,2016-10-21,2016-10-21,Same Day,MK-17905,Corporate,EMP-2016-152025,FUR-BO-10002545,1043.92,4,0.0,271.4192
CA-2017-104745,STO-777F55,2017-05-29,2017-06-04,Standard Class,GT-14755,Consumer,EMP-2016-151194,OFF-PA-10002036,25.92000000000001,5,0.2,9.396
CA-2017-104745,STO-777F55,2017-05-29,2017-06-04,Standard Class,GT-14755,Consumer,EMP-2016-151194,OFF-ST-10002205,53.42400000000001,3,0.2,4.674600000000002
US-2014-119137,STO-F45015,2014-07-23,2014-07-27,Standard Class,AG-10900,Consumer,EMP-2016-151049,OFF-BI-10001982,8.160000000000002,5,0.7,-5.712
US-2014-119137,STO-F45015,2014-07-23,2014-07-27,Standard Class,AG-10900,Consumer,EMP-2016-151049,TEC-AC-10003911,1023.936,8,0.2,179.1887999999999
US-2014-119137,STO-F45015,2014-07-23,2014-07-27,Standard Class,AG-10900,Consumer,EMP-2016-151049,OFF-AR-10000658,9.24,1,0.2,0.9239999999999999
US-2014-119137,STO-F45015,2014-07-23,2014-07-27,Standard Class,AG-10900,Consumer,EMP-2016-151049,TEC-AC-10002076,479.04,10,0.2,-29.94000000000001
US-2016-134656,STO-ADE2E7,2016-09-28,2016-10-01,First Class,MM-18280,Corporate,EMP-2016-151606,OFF-PA-10003039,99.13600000000001,4,0.2,30.97999999999999
US-2017-134481,STO-381502,2017-08-27,2017-09-01,Standard Class,AR-10405,Corporate,EMP-2016-151022,FUR-TA-10004915,1488.424,7,0.3,-297.6847999999998
CA-2015-130792,STO-DC5DFE,2015-04-28,2015-05-05,Standard Class,RA-19915,Consumer,EMP-2016-151194,OFF-AP-10000696,8.651999999999997,3,0.8,-20.33220000000001
CA-2015-130792,STO-DC5DFE,2015-04-28,2015-05-05,Standard Class,RA-19915,Consumer,EMP-2016-151194,OFF-ST-10003327,23.832,3,0.2,2.681099999999995
CA-2015-130792,STO-DC5DFE,2015-04-28,2015-05-05,Standard Class,RA-19915,Consumer,EMP-2016-151194,OFF-BI-10000309,12.176,4,0.8,-18.87280000000001
CA-2016-134775,STO-8E9979,2016-10-28,2016-10-29,First Class,AS-10285,Corporate,EMP-2016-151713,OFF-PA-10004734,50.96,7,0.0,25.48
CA-2016-134775,STO-8E9979,2016-10-28,2016-10-29,First Class,AS-10285,Corporate,EMP-2016-151713,OFF-BI-10002225,49.536,3,0.2,17.3376
CA-2015-125395,STO-102F51,2015-06-26,2015-06-29,Second Class,LA-16780,Corporate,EMP-2016-151048,TEC-AC-10004708,41.9,2,0.0,8.799
US-2015-168935,STO-25A51F,2015-11-27,2015-12-02,Standard Class,DO-13435,Consumer,EMP-2016-151403,FUR-TA-10000617,375.4575,3,0.45,-157.0095
US-2015-168935,STO-25A51F,2015-11-27,2015-12-02,Standard Class,DO-13435,Consumer,EMP-2016-151403,TEC-AC-10002335,83.97600000000001,3,0.2,-1.049700000000005
CA-2015-122756,STO-81EACE,2015-12-03,2015-12-07,Standard Class,DK-13225,Corporate,EMP-2016-151469,TEC-MA-10001681,482.34,4,0.7,-337.6379999999998
CA-2015-122756,STO-81EACE,2015-12-03,2015-12-07,Standard Class,DK-13225,Corporate,EMP-2016-151469,FUR-FU-10001935,2.96,1,0.2,0.7770000000000002
CA-2014-115973,STO-7AF3F0,2014-11-24,2014-11-26,First Class,NG-18430,Consumer,EMP-2016-151081,OFF-AR-10004757,2.624,1,0.2,0.4263999999999998
CA-2017-101798,STO-2596CD,2017-12-11,2017-12-15,Standard Class,MV-18190,Consumer,EMP-2016-152012,OFF-BI-10000050,23.36,4,0.2,7.883999999999999
CA-2017-101798,STO-2596CD,2017-12-11,2017-12-15,Standard Class,MV-18190,Consumer,EMP-2016-152012,TEC-AC-10001998,39.98,2,0.0,13.5932
US-2014-135972,STO-2E77AB,2014-09-21,2014-09-23,Second Class,JG-15115,Consumer,EMP-2016-151166,TEC-PH-10003012,246.384,2,0.2,27.71819999999997
US-2014-135972,STO-2E77AB,2014-09-21,2014-09-23,Second Class,JG-15115,Consumer,EMP-2016-151166,TEC-CO-10002313,1799.97,3,0.0,701.9883
US-2014-134971,STO-351D20,2014-06-07,2014-06-10,Second Class,BP-11095,Corporate,EMP-2016-151606,OFF-BI-10003982,12.462,3,0.8,-20.5623
CA-2017-102946,STO-73F061,2017-06-30,2017-07-05,Standard Class,VP-21730,Home Office,EMP-2016-151097,OFF-BI-10004492,75.792,3,0.2,25.57979999999999
CA-2017-165603,STO-E8B185,2017-10-17,2017-10-19,Second Class,SS-20140,Corporate,EMP-2016-151361,OFF-ST-10000798,49.96,2,0.0,9.492399999999996
CA-2017-165603,STO-E8B185,2017-10-17,2017-10-19,Second Class,SS-20140,Corporate,EMP-2016-151361,OFF-PA-10002552,12.96,2,0.0,6.220800000000001
CA-2015-122259,STO-32BF2D,2015-10-31,2015-11-04,Standard Class,HP-14815,Home Office,EMP-2016-151048,OFF-SU-10002573,70.12,4,0.0,21.03599999999999
CA-2016-108987,STO-BE351D,2016-09-08,2016-09-10,Second Class,AG-10675,Consumer,EMP-2016-151194,OFF-ST-10001580,35.95200000000001,3,0.2,3.595199999999998
CA-2016-108987,STO-BE351D,2016-09-08,2016-09-10,Second Class,AG-10675,Consumer,EMP-2016-151194,FUR-BO-10004834,2396.2656,4,0.32,-317.1528000000001
CA-2016-108987,STO-BE351D,2016-09-08,2016-09-10,Second Class,AG-10675,Consumer,EMP-2016-151194,OFF-ST-10000934,131.136,4,0.2,-32.784
CA-2016-108987,STO-BE351D,2016-09-08,2016-09-10,Second Class,AG-10675,Consumer,EMP-2016-151194,TEC-AC-10000158,57.584,2,0.2,0.7197999999999993
CA-2014-113166,STO-E3C57C,2014-12-24,2014-12-26,First Class,LF-17185,Consumer,EMP-2016-151403,OFF-PA-10001947,9.568000000000001,2,0.2,3.4684
CA-2014-155208,STO-02E843,2014-04-16,2014-04-20,Standard Class,SP-20650,Corporate,EMP-2016-151337,OFF-AR-10003478,39.072,6,0.2,9.768
CA-2017-117933,STO-3EC14C,2017-12-24,2017-12-29,Standard Class,RF-19840,Consumer,EMP-2016-152012,OFF-AP-10004249,35.91,3,0.0,9.695699999999999
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,TEC-AC-10000158,179.95,5,0.0,37.7895
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,TEC-CO-10004115,1199.976,3,0.2,434.9913
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,OFF-PA-10003724,27.15,5,0.0,13.3035
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,FUR-TA-10002041,1004.024,7,0.2,-112.9526999999999
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,OFF-PA-10002893,9.68,1,0.0,4.6464
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,OFF-LA-10003766,28.35,9,0.0,13.608
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,OFF-PA-10001970,55.98,1,0.0,27.4302
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,FUR-BO-10001972,1336.829,13,0.15,31.45479999999995
CA-2017-117457,STO-758730,2017-12-08,2017-12-12,Standard Class,KH-16510,Consumer,EMP-2016-151713,FUR-CH-10003956,113.568,2,0.2,-18.45480000000001
CA-2017-142636,STO-6417E3,2017-11-03,2017-11-07,Standard Class,KC-16675,Corporate,EMP-2016-151166,OFF-PA-10000157,139.86,7,0.0,65.73419999999999
CA-2017-142636,STO-6417E3,2017-11-03,2017-11-07,Standard Class,KC-16675,Corporate,EMP-2016-151166,FUR-CH-10001891,307.136,4,0.2,26.87440000000002
CA-2017-122105,STO-56BA8B,2017-06-24,2017-06-28,Standard Class,CJ-12010,Consumer,EMP-2016-151713,OFF-AR-10004344,95.92,8,0.0,25.8984
CA-2016-148796,STO-9D8BB9,2016-04-14,2016-04-18,Standard Class,PB-19150,Consumer,EMP-2016-151713,FUR-CH-10004886,383.8,5,0.2,38.37999999999998
CA-2017-154816,STO-677639,2017-11-06,2017-11-10,Standard Class,VB-21745,Corporate,EMP-2016-152047,OFF-PA-10003845,5.78,1,0.0,2.8322
CA-2017-110478,STO-EEAFB0,2017-03-04,2017-03-09,Standard Class,SP-20860,Corporate,EMP-2016-151713,OFF-AR-10001573,9.32,4,0.0,2.702799999999999
CA-2017-110478,STO-EEAFB0,2017-03-04,2017-03-09,Standard Class,SP-20860,Corporate,EMP-2016-151713,OFF-EN-10000483,15.25,1,0.0,7.014999999999999
CA-2014-142048,STO-4A5066,2014-06-22,2014-06-25,First Class,JE-15745,Consumer,EMP-2016-151933,TEC-AC-10004114,196.752,6,0.2,56.56620000000001
CA-2017-125388,STO-B85619,2017-10-19,2017-10-23,Standard Class,MP-17965,Corporate,EMP-2016-151022,FUR-FU-10004712,56.56,4,0.0,14.7056
CA-2017-125388,STO-B85619,2017-10-19,2017-10-23,Standard Class,MP-17965,Corporate,EMP-2016-151022,OFF-ST-10000918,32.7,3,0.0,8.501999999999999
CA-2017-155705,STO-644443,2017-08-21,2017-08-23,Second Class,NF-18385,Consumer,EMP-2016-151510,FUR-CH-10000015,866.4,4,0.0,225.264
CA-2017-149160,STO-D23CF2,2017-11-23,2017-11-26,Second Class,JM-15265,Corporate,EMP-2016-151048,FUR-FU-10003347,28.4,2,0.0,11.076
CA-2017-149160,STO-D23CF2,2017-11-23,2017-11-26,Second Class,JM-15265,Corporate,EMP-2016-151048,OFF-BI-10001543,287.92,8,0.0,138.2016
CA-2014-101476,STO-B47E8A,2014-09-12,2014-09-13,First Class,SD-20485,Home Office,EMP-2016-152012,TEC-MA-10000029,69.99,1,0.0,30.0957
CA-2017-152275,STO-981CA9,2017-10-01,2017-10-08,Standard Class,KH-16630,Corporate,EMP-2016-151194,OFF-AR-10000369,6.671999999999999,6,0.2,0.5004
US-2016-123750,STO-6DC191,2016-04-15,2016-04-21,Standard Class,RB-19795,Home Office,EMP-2016-151337,OFF-BI-10004584,189.5880000000001,2,0.7,-145.3508
US-2016-123750,STO-6DC191,2016-04-15,2016-04-21,Standard Class,RB-19795,Home Office,EMP-2016-151337,TEC-AC-10004659,408.744,7,0.2,76.63949999999998
US-2016-123750,STO-6DC191,2016-04-15,2016-04-21,Standard Class,RB-19795,Home Office,EMP-2016-151337,TEC-AC-10004659,291.96,5,0.2,54.74249999999998
US-2016-123750,STO-6DC191,2016-04-15,2016-04-21,Standard Class,RB-19795,Home Office,EMP-2016-151337,OFF-ST-10000617,4.768,2,0.2,-0.7748000000000006
CA-2016-127369,STO-AE10C8,2016-06-06,2016-06-07,First Class,DB-13060,Consumer,EMP-2016-151022,OFF-ST-10003306,714.3000000000001,5,0.0,207.1469999999999
US-2014-150574,STO-E51621,2014-12-19,2014-12-25,Standard Class,MK-18160,Consumer,EMP-2016-151403,OFF-BI-10000773,4.812,2,0.7,-3.6892
US-2014-150574,STO-E51621,2014-12-19,2014-12-25,Standard Class,MK-18160,Consumer,EMP-2016-151403,TEC-AC-10002600,247.8,5,0.2,-18.58499999999999
CA-2016-147375,STO-50D88A,2016-06-12,2016-06-14,Second Class,PO-19180,Home Office,EMP-2016-151606,TEC-MA-10002937,1007.979,3,0.3,43.19910000000004
CA-2016-147375,STO-50D88A,2016-06-12,2016-06-14,Second Class,PO-19180,Home Office,EMP-2016-151606,OFF-PA-10001970,313.488,7,0.2,113.6394
CA-2017-130043,STO-22CE70,2017-09-15,2017-09-19,Standard Class,BB-11545,Corporate,EMP-2016-151194,OFF-PA-10002230,31.872,8,0.2,11.5536
CA-2017-157252,STO-3EC14C,2017-01-20,2017-01-23,Second Class,CV-12805,Corporate,EMP-2016-152012,FUR-CH-10003396,207.846,3,0.1,2.309399999999989
CA-2016-115756,STO-F3F1EA,2016-09-05,2016-09-07,Second Class,PK-19075,Consumer,EMP-2016-151048,FUR-FU-10000246,12.22,1,0.0,3.665999999999999
CA-2016-115756,STO-F3F1EA,2016-09-05,2016-09-07,Second Class,PK-19075,Consumer,EMP-2016-151048,OFF-ST-10000060,194.94,3,0.0,23.39280000000001
CA-2016-115756,STO-F3F1EA,2016-09-05,2016-09-07,Second Class,PK-19075,Consumer,EMP-2016-151048,OFF-ST-10003058,70.94999999999999,3,0.0,20.5755
CA-2016-115756,STO-F3F1EA,2016-09-05,2016-09-07,Second Class,PK-19075,Consumer,EMP-2016-151048,OFF-PA-10002222,91.36,4,0.0,42.0256
CA-2016-115756,STO-F3F1EA,2016-09-05,2016-09-07,Second Class,PK-19075,Consumer,EMP-2016-151048,FUR-CH-10002372,242.94,3,0.0,29.15280000000001
CA-2016-115756,STO-F3F1EA,2016-09-05,2016-09-07,Second Class,PK-19075,Consumer,EMP-2016-151048,OFF-LA-10001317,22.05,7,0.0,10.584
CA-2017-154214,STO-5C5B80,2017-03-20,2017-03-25,Second Class,TB-21595,Consumer,EMP-2016-152098,FUR-FU-10000206,2.91,1,0.0,1.3677
CA-2016-166674,STO-BAB7B2,2016-04-01,2016-04-03,Second Class,RB-19360,Consumer,EMP-2016-152012,OFF-AR-10000588,59.52,3,0.0,15.4752
CA-2016-166674,STO-BAB7B2,2016-04-01,2016-04-03,Second Class,RB-19360,Consumer,EMP-2016-152012,OFF-ST-10001469,161.94,3,0.0,9.716399999999993
CA-2016-166674,STO-BAB7B2,2016-04-01,2016-04-03,Second Class,RB-19360,Consumer,EMP-2016-152012,OFF-AR-10001953,263.88,6,0.0,71.2476
CA-2016-166674,STO-BAB7B2,2016-04-01,2016-04-03,Second Class,RB-19360,Consumer,EMP-2016-152012,OFF-AR-10003156,30.48,3,0.0,7.924800000000001
CA-2016-166674,STO-BAB7B2,2016-04-01,2016-04-03,Second Class,RB-19360,Consumer,EMP-2016-152012,OFF-AR-10004974,9.84,3,0.0,2.853599999999999
CA-2016-166674,STO-BAB7B2,2016-04-01,2016-04-03,Second Class,RB-19360,Consumer,EMP-2016-152012,TEC-PH-10002365,35.12,4,0.0,9.1312
CA-2017-147277,STO-2CAB4C,2017-10-20,2017-10-24,Standard Class,EB-13705,Corporate,EMP-2016-151081,FUR-TA-10001539,284.364,2,0.4,-75.83040000000005
CA-2017-147277,STO-2CAB4C,2017-10-20,2017-10-24,Standard Class,EB-13705,Corporate,EMP-2016-151081,OFF-ST-10000142,665.408,2,0.2,66.54079999999996
CA-2016-100153,STO-FE0468,2016-12-13,2016-12-17,Standard Class,KH-16630,Corporate,EMP-2016-151939,TEC-AC-10001772,63.88,4,0.0,24.9132
US-2014-110674,STO-92499D,2014-02-12,2014-02-18,Standard Class,SC-20095,Consumer,EMP-2016-151713,FUR-CH-10000225,129.568,2,0.2,-24.29400000000002
US-2016-157945,STO-FC2FC2,2016-09-26,2016-10-01,Standard Class,NF-18385,Consumer,EMP-2016-151606,FUR-CH-10002331,747.558,3,0.3,-96.11460000000011
US-2016-157945,STO-FC2FC2,2016-09-26,2016-10-01,Standard Class,NF-18385,Consumer,EMP-2016-151606,OFF-EN-10001415,8.928,2,0.2,3.348
CA-2015-109638,STO-9251B5,2015-12-15,2015-12-22,Standard Class,JH-15985,Consumer,EMP-2016-151166,OFF-AP-10002472,103.92,4,0.0,36.372
CA-2015-109638,STO-9251B5,2015-12-15,2015-12-22,Standard Class,JH-15985,Consumer,EMP-2016-151166,TEC-AC-10004571,899.91,9,0.0,377.9622000000001
CA-2015-109638,STO-9251B5,2015-12-15,2015-12-22,Standard Class,JH-15985,Consumer,EMP-2016-151166,OFF-BI-10001098,51.312,3,0.2,18.6006
CA-2016-109869,STO-5E06D2,2016-04-22,2016-04-29,Standard Class,TN-21040,Home Office,EMP-2016-151049,FUR-FU-10000023,23.56,5,0.2,7.068000000000001
CA-2016-109869,STO-5E06D2,2016-04-22,2016-04-29,Standard Class,TN-21040,Home Office,EMP-2016-151049,FUR-TA-10001889,1272.63,6,0.5,-814.4831999999999
CA-2016-109869,STO-5E06D2,2016-04-22,2016-04-29,Standard Class,TN-21040,Home Office,EMP-2016-151049,OFF-BI-10000315,28.485,5,0.7,-20.88899999999999
CA-2016-109869,STO-5E06D2,2016-04-22,2016-04-29,Standard Class,TN-21040,Home Office,EMP-2016-151049,OFF-SU-10003505,185.376,2,0.2,-34.75800000000002
CA-2016-109869,STO-5E06D2,2016-04-22,2016-04-29,Standard Class,TN-21040,Home Office,EMP-2016-151049,OFF-AP-10002578,78.272,2,0.2,5.8704
US-2015-101399,STO-913F28,2015-01-17,2015-01-24,Standard Class,JS-15940,Home Office,EMP-2016-151606,FUR-FU-10002918,254.744,7,0.6,-312.0613999999999
CA-2017-154907,STO-895FC1,2017-03-31,2017-04-04,Standard Class,DS-13180,Corporate,EMP-2016-151194,FUR-BO-10002824,205.3328,2,0.32,-36.23520000000001
US-2016-100419,STO-F946EB,2016-12-16,2016-12-20,Second Class,CC-12670,Consumer,EMP-2016-151606,OFF-BI-10002194,4.787999999999998,3,0.8,-7.9002
CA-2015-154144,STO-86FA04,2015-12-20,2015-12-24,Standard Class,MH-17785,Corporate,EMP-2016-152012,OFF-PA-10004071,55.48,1,0.0,26.6304
CA-2014-144666,STO-758730,2014-11-09,2014-11-11,Second Class,JP-15520,Consumer,EMP-2016-151713,OFF-ST-10002743,340.92,3,0.0,3.409199999999984
CA-2014-144666,STO-758730,2014-11-09,2014-11-11,Second Class,JP-15520,Consumer,EMP-2016-151713,FUR-BO-10001601,222.666,2,0.15,10.47839999999998
CA-2014-144666,STO-758730,2014-11-09,2014-11-11,Second Class,JP-15520,Consumer,EMP-2016-151713,TEC-PH-10002680,703.9680000000001,4,0.2,87.99599999999992
CA-2014-144666,STO-758730,2014-11-09,2014-11-11,Second Class,JP-15520,Consumer,EMP-2016-151713,OFF-ST-10001321,92.52,6,0.0,24.98040000000001
CA-2014-144666,STO-758730,2014-11-09,2014-11-11,Second Class,JP-15520,Consumer,EMP-2016-151713,OFF-PA-10001509,62.64999999999999,7,0.0,28.819
CA-2014-144666,STO-758730,2014-11-09,2014-11-11,Second Class,JP-15520,Consumer,EMP-2016-151713,OFF-PA-10003465,94.85,5,0.0,45.52799999999999
CA-2016-103891,STO-0AC8C9,2016-07-12,2016-07-19,Standard Class,KH-16690,Corporate,EMP-2016-151713,TEC-PH-10000149,95.76,6,0.2,7.181999999999995
CA-2016-152632,STO-5B3840,2016-10-27,2016-11-02,Standard Class,JE-15475,Consumer,EMP-2016-152012,FUR-FU-10002671,40.2,3,0.0,19.296
CA-2016-100790,STO-3EC14C,2016-06-26,2016-07-02,Standard Class,JG-15805,Corporate,EMP-2016-152012,OFF-AR-10003045,14.7,5,0.0,6.615
CA-2016-100790,STO-3EC14C,2016-06-26,2016-07-02,Standard Class,JG-15805,Corporate,EMP-2016-152012,OFF-ST-10000689,704.25,5,0.0,84.51
CA-2014-134677,STO-6B23C1,2014-10-06,2014-10-10,Standard Class,XP-21865,Consumer,EMP-2016-151713,TEC-AC-10001445,9.09,3,0.0,1.9089
CA-2014-127691,STO-3EC14C,2014-07-22,2014-07-27,Standard Class,EM-14065,Consumer,EMP-2016-152012,OFF-AR-10002053,5.96,2,0.0,1.6688
CA-2014-127691,STO-3EC14C,2014-07-22,2014-07-27,Standard Class,EM-14065,Consumer,EMP-2016-152012,TEC-AC-10002567,159.98,2,0.0,57.5928
CA-2017-140963,STO-EEAFB0,2017-06-10,2017-06-13,First Class,MT-18070,Home Office,EMP-2016-151713,OFF-LA-10003923,29.6,2,0.0,14.8
CA-2017-140963,STO-EEAFB0,2017-06-10,2017-06-13,First Class,MT-18070,Home Office,EMP-2016-151713,FUR-BO-10001337,514.165,5,0.15,-30.24499999999999
CA-2017-140963,STO-EEAFB0,2017-06-10,2017-06-13,First Class,MT-18070,Home Office,EMP-2016-151713,TEC-PH-10001924,279.96,5,0.2,17.49750000000002
CA-2014-154627,STO-F946EB,2014-10-29,2014-10-31,First Class,SA-20830,Consumer,EMP-2016-151606,TEC-PH-10001363,2735.952,6,0.2,341.9939999999997
CA-2014-133753,STO-A320D4,2014-06-09,2014-06-13,Second Class,CW-11905,Home Office,EMP-2016-151194,TEC-PH-10000376,7.992000000000001,1,0.2,0.5994000000000002
CA-2014-133753,STO-A320D4,2014-06-09,2014-06-13,Second Class,CW-11905,Home Office,EMP-2016-151194,TEC-AC-10000303,63.98400000000001,2,0.2,10.3974
CA-2014-133753,STO-A320D4,2014-06-09,2014-06-13,Second Class,CW-11905,Home Office,EMP-2016-151194,OFF-AR-10001953,70.368,2,0.2,6.157200000000003
CA-2014-113362,STO-11E20E,2014-09-14,2014-09-19,Standard Class,AJ-10960,Consumer,EMP-2016-152012,OFF-ST-10001809,449.15,5,0.0,8.98299999999999
CA-2014-113362,STO-11E20E,2014-09-14,2014-09-19,Standard Class,AJ-10960,Consumer,EMP-2016-152012,OFF-EN-10003845,11.07,3,0.0,5.092199999999999
CA-2016-169166,STO-9251B5,2016-05-09,2016-05-14,Standard Class,SS-20590,Consumer,EMP-2016-151166,TEC-AC-10000991,93.98,2,0.0,13.1572
US-2016-120929,STO-67983C,2016-03-18,2016-03-21,Second Class,RO-19780,Consumer,EMP-2016-151235,FUR-TA-10001857,189.882,3,0.4,-94.94100000000002
